日期,开盘,收盘,最高,最低,成交量,成交额,振幅,涨跌幅,涨跌额,换手率
2020-01-02,6.77,6.84,6.87,6.72,52156,35542842.0,2.24,2.09,0.14,1.15
2020-01-03,6.88,6.88,6.89,6.8,47576,32583054.0,1.32,0.58,0.04,1.05
2020-01-06,6.85,6.94,6.99,6.81,62560,43292174.0,2.62,0.87,0.06,1.38
2020-01-07,6.94,7.05,7.07,6.9,78793,55017011.0,2.45,1.59,0.11,1.74
2020-01-08,7.06,7.01,7.25,6.96,152128,108154895.0,4.11,-0.57,-0.04,3.36
2020-01-09,7.05,7.05,7.12,6.98,80798,56945079.0,2.0,0.57,0.04,1.78
2020-01-10,7.07,6.95,7.1,6.88,69685,48453880.0,3.12,-1.42,-0.1,1.54
2020-01-13,6.91,7.07,7.08,6.87,85109,59384813.0,3.02,1.73,0.12,1.88
2020-01-14,7.07,7.0,7.17,6.96,53877,37943071.0,2.97,-0.99,-0.07,1.19
2020-01-15,7.0,7.02,7.05,6.9,41794,29135688.0,2.14,0.29,0.02,0.92
2020-01-16,7.0,7.09,7.21,6.96,87971,62526714.0,3.56,1.0,0.07,1.94
2020-01-17,7.1,7.01,7.14,6.99,54080,38133509.0,2.12,-1.13,-0.08,1.19
2020-01-20,7.0,7.15,7.15,6.91,65810,46300719.0,3.42,2.0,0.14,1.45
2020-01-21,7.15,7.15,7.23,7.05,80754,57474800.0,2.52,0.0,0.0,1.78
2020-01-22,7.06,7.2,7.23,6.9,100897,71121347.0,4.62,0.7,0.05,2.23
2020-01-23,7.12,7.25,7.45,7.08,182958,132946619.0,5.14,0.69,0.05,4.04
2020-02-03,6.55,6.53,6.75,6.53,160889,105771738.0,3.03,-9.93,-0.72,3.55
2020-02-04,6.4,7.18,7.18,6.4,221480,153991325.0,11.94,9.95,0.65,4.89
2020-02-05,7.26,7.56,7.74,7.19,297688,223885482.0,7.66,5.29,0.38,6.57
2020-02-06,7.52,7.68,7.84,7.41,300294,230602609.0,5.69,1.59,0.12,6.63
2020-02-07,7.64,8.21,8.38,7.49,341024,272342336.0,11.59,6.9,0.53,7.52
2020-02-10,8.1,8.05,8.33,7.85,257442,206562132.0,5.85,-1.95,-0.16,5.68
2020-02-11,7.92,7.75,8.14,7.63,219009,171435755.0,6.34,-3.73,-0.3,4.83
2020-02-12,7.76,7.83,8.05,7.71,213449,167770625.0,4.39,1.03,0.08,4.71
2020-02-13,7.8,8.23,8.29,7.71,336616,271869504.0,7.41,5.11,0.4,7.43
2020-02-14,8.1,8.02,8.24,7.87,251223,202962169.0,4.5,-2.55,-0.21,5.54
2020-02-17,8.04,8.5,8.58,7.91,307798,256408567.0,8.35,5.99,0.48,6.79
2020-02-18,8.4,8.49,8.51,8.3,239210,201075129.0,2.47,-0.12,-0.01,5.28
2020-02-19,8.41,8.34,8.48,8.17,229077,190204463.0,3.65,-1.77,-0.15,5.05
2020-02-20,8.33,8.33,8.35,8.04,218573,179389513.0,3.72,-0.12,-0.01,4.82
2020-02-21,8.23,8.4,8.64,8.21,279064,236685874.0,5.16,0.84,0.07,6.16
2020-02-24,8.3,8.41,8.56,8.23,228332,191370614.0,3.93,0.12,0.01,5.04
2020-02-25,8.05,8.15,8.2,7.85,225267,182340162.0,4.16,-3.09,-0.26,4.97
2020-02-26,8.02,8.47,8.8,7.92,377899,319995472.0,10.8,3.93,0.32,8.34
2020-02-27,8.56,8.24,8.68,8.1,232639,192956517.0,6.85,-2.72,-0.23,5.13
2020-02-28,7.66,7.62,8.05,7.55,199127,155883578.0,6.07,-7.52,-0.62,4.39
2020-03-02,7.76,8.05,8.13,7.71,151609,120682461.0,5.51,5.64,0.43,3.35
2020-03-03,8.28,8.1,8.38,8.02,179505,147529770.0,4.47,0.62,0.05,3.96
2020-03-04,8.0,8.15,8.26,7.95,117370,95134903.0,3.83,0.62,0.05,2.59
2020-03-05,8.4,8.38,8.54,8.29,227639,190847600.0,3.07,2.82,0.23,5.02
2020-03-06,8.3,8.62,8.85,8.21,336251,290704896.0,7.64,2.86,0.24,7.42
2020-03-09,8.48,8.84,9.14,8.48,468552,415977328.0,7.66,2.55,0.22,10.34
2020-03-10,8.68,9.5,9.72,8.38,484379,438306944.0,15.16,7.47,0.66,10.69
2020-03-11,9.45,9.21,9.58,9.13,340822,317873616.0,4.74,-3.05,-0.29,7.52
2020-03-12,9.1,9.24,9.33,9.01,257795,236809891.0,3.47,0.33,0.03,5.69
2020-03-13,8.69,8.94,9.15,8.69,263089,235295467.0,4.98,-3.25,-0.3,5.8
2020-03-16,9.04,8.11,9.1,8.05,297091,254719180.0,11.74,-9.28,-0.83,6.56
2020-03-17,8.2,8.12,8.31,7.7,188798,152685038.0,7.52,0.12,0.01,4.17
2020-03-18,8.25,7.66,8.34,7.6,260638,208662859.0,9.11,-5.67,-0.46,5.75
2020-03-19,7.7,7.76,7.9,7.46,182074,139403350.0,5.74,1.31,0.1,4.02
2020-03-20,7.85,7.9,7.91,7.73,125624,98317415.0,2.32,1.8,0.14,2.77
2020-03-23,7.65,7.38,7.79,7.27,140969,106852413.0,6.58,-6.58,-0.52,3.11
2020-03-24,7.52,7.56,7.63,7.28,115993,86912046.0,4.74,2.44,0.18,2.56
2020-03-25,7.75,7.86,7.88,7.67,149068,116018525.0,2.78,3.97,0.3,3.29
2020-03-26,7.78,7.6,7.81,7.55,106796,82097113.0,3.31,-3.31,-0.26,2.36
2020-03-27,7.77,7.97,8.29,7.77,215199,173104502.0,6.84,4.87,0.37,4.75
2020-03-30,7.93,8.17,8.24,7.86,200872,162162194.0,4.77,2.51,0.2,4.43
2020-03-31,8.14,8.2,8.5,8.11,176154,145865118.0,4.77,0.37,0.03,3.89
2020-04-01,8.17,8.06,8.35,8.06,134191,109705336.0,3.54,-1.71,-0.14,2.96
2020-04-02,8.03,8.28,8.28,7.97,111552,90877503.0,3.85,2.73,0.22,2.46
2020-04-03,8.35,8.3,8.56,8.23,161556,135318483.0,3.99,0.24,0.02,3.56
2020-04-07,8.41,8.61,8.64,8.34,164128,139843552.0,3.61,3.73,0.31,3.62
2020-04-08,8.53,8.55,8.7,8.49,135457,116376601.0,2.44,-0.7,-0.06,2.99
2020-04-09,8.56,8.4,8.69,8.39,129340,109918493.0,3.51,-1.75,-0.15,2.85
2020-04-10,8.48,8.3,8.61,8.2,147264,123692696.0,4.88,-1.19,-0.1,3.25
2020-04-13,8.24,8.26,8.33,8.1,89159,73237591.0,2.77,-0.48,-0.04,1.97
2020-04-14,8.28,8.27,8.34,8.15,84300,69269903.0,2.3,0.12,0.01,1.86
2020-04-15,7.88,7.85,8.06,7.61,288556,225581404.0,5.44,-5.08,-0.42,6.37
2020-04-16,7.76,7.63,7.85,7.53,164737,126364420.0,4.08,-2.8,-0.22,3.63
2020-04-17,7.71,7.93,8.0,7.61,214938,168357128.0,5.11,3.93,0.3,4.74
2020-04-20,7.82,7.85,8.09,7.8,118199,93397588.0,3.66,-1.01,-0.08,2.61
2020-04-21,7.84,7.85,7.88,7.66,87749,68105764.0,2.8,0.0,0.0,1.94
2020-04-22,7.82,8.5,8.6,7.77,304984,253048348.0,10.57,8.28,0.65,6.73
2020-04-23,8.55,8.61,8.83,8.46,252462,217581672.0,4.35,1.29,0.11,5.57
2020-04-24,8.81,8.35,8.84,8.3,137110,115974352.0,6.27,-3.02,-0.26,3.03
2020-04-27,8.5,8.2,8.5,8.18,111020,92619084.0,3.83,-1.8,-0.15,2.45
2020-04-28,8.28,8.0,8.33,7.56,143591,115099306.0,9.39,-2.44,-0.2,3.17
2020-04-29,8.03,7.75,8.06,7.74,99698,78269329.0,4.0,-3.13,-0.25,2.2
2020-04-30,7.7,7.82,7.93,7.65,102699,80203894.0,3.61,0.9,0.07,2.27
