日期,开盘,收盘,最高,最低,成交量,成交额,振幅,涨跌幅,涨跌额,换手率
2020-01-02,6.66,6.72,6.74,6.64,29234,19607871.0,1.51,1.2,0.08,0.69
2020-01-03,6.72,6.79,6.81,6.71,27212,18416803.0,1.49,1.04,0.07,0.65
2020-01-06,6.75,6.79,6.81,6.68,35134,23717726.0,1.91,0.0,0.0,0.83
2020-01-07,6.8,6.85,6.87,6.75,28985,19806868.0,1.77,0.88,0.06,0.69
2020-01-08,6.82,6.68,6.82,6.65,34627,23306136.0,2.48,-2.48,-0.17,0.82
2020-01-09,6.73,6.77,6.77,6.71,23167,15628196.0,0.9,1.35,0.09,0.55
2020-01-10,6.78,6.79,6.83,6.74,19430,13168832.0,1.33,0.3,0.02,0.46
2020-01-13,6.77,6.81,6.81,6.7,19789,13356182.0,1.62,0.29,0.02,0.47
2020-01-14,6.81,6.92,6.95,6.77,40574,27915711.0,2.64,1.62,0.11,0.96
2020-01-15,6.89,6.79,6.91,6.78,22940,15653038.0,1.88,-1.88,-0.13,0.54
2020-01-16,6.81,6.7,6.84,6.69,16692,11285333.0,2.21,-1.33,-0.09,0.4
2020-01-17,6.7,6.66,6.77,6.66,14933,10018071.0,1.64,-0.6,-0.04,0.35
2020-01-20,6.68,6.74,6.77,6.68,11575,7788279.0,1.35,1.2,0.08,0.27
2020-01-21,6.74,6.79,6.83,6.71,24188,16398768.0,1.78,0.74,0.05,0.57
2020-01-22,6.77,6.75,6.8,6.66,19391,13053951.0,2.06,-0.59,-0.04,0.46
2020-01-23,6.71,6.48,6.71,6.41,30630,20088260.0,4.44,-4.0,-0.27,0.73
2020-02-03,5.83,5.83,5.83,5.83,5441,3172103.0,0.0,-10.03,-0.65,0.13
2020-02-04,5.25,5.65,5.79,5.25,49275,27170062.0,9.26,-3.09,-0.18,1.17
2020-02-05,5.65,5.68,5.82,5.61,39513,22516906.0,3.72,0.53,0.03,0.94
